severity,code,slug,title,message
"warning","MISSING_OFFICIAL_URL","kokubunji-infertility","国分寺市 特定不妊治療費助成金（市独自助成は現行確認不可）","有効な公式URLがありません。"
"warning","MISSING_OFFICIAL_URL","kokubunji-telework-bonus","国分寺市 テレワーク推進補助金（公式確認不可）","有効な公式URLがありません。"
"warning","MISSING_OFFICIAL_URL","komae-energy-support","狛江市 省エネ家電買替え補助金（公式確認不可）","有効な公式URLがありません。"
"warning","MISSING_OFFICIAL_URL","shibuya-it-education","渋谷区 プログラミング教育支援助成（公式助成確認不可）","有効な公式URLがありません。"
"warning","MISSING_OFFICIAL_URL","shibuya-migration-bonus","渋谷区 移住・定住応援給付金（公式確認不可）","有効な公式URLがありません。"
"warning","MISSING_OFFICIAL_URL","nakano-study-abroad","中野区 青少年海外派遣・留学支援事業（公式助成確認不可）","有効な公式URLがありません。"
"warning","DESCRIPTION_MISSING","machida-birth-bonus","町田市 妊婦のための支援給付","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","DESCRIPTION_MISSING","machida-bousai-equipment","町田市 防災対策促進事業補助金（2026年9月受付開始）","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","MISSING_OFFICIAL_URL","machida-elderly-taxi","町田市 高齢者タクシー利用助成（公式確認不可）","有効な公式URLがありません。"
"warning","DESCRIPTION_MISSING","machida-elderly-taxi","町田市 高齢者タクシー利用助成（公式確認不可）","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","DESCRIPTION_MISSING","machida-energy-support","町田市 家庭用燃料電池システム（エネファーム）奨励金","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","MISSING_OFFICIAL_URL","machida-telework-bonus","町田市 テレワーク導入推進補助金（公式確認不可）","有効な公式URLがありません。"
"warning","DESCRIPTION_MISSING","machida-telework-bonus","町田市 テレワーク導入推進補助金（公式確認不可）","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","DESCRIPTION_MISSING","machida-water-saving","町田市 雨水浸透設備設置補助金","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","DESCRIPTION_MISSING","higashimurayama-birth-bonus","東村山市 国民健康保険 出産育児一時金","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","DESCRIPTION_MISSING","higashimurayama-fertility-treatment","東京都 不妊治療費助成事業（東村山市民も対象）","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","DESCRIPTION_MISSING","higashimurayama-infertility","東村山市 不妊治療費助成制度（東京都制度に統合）","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","MISSING_OFFICIAL_URL","higashimurayama-telework-bonus","東村山市 テレワーク推進補助金（公式確認不可）","有効な公式URLがありません。"
"warning","DESCRIPTION_MISSING","higashiyamato-birth-bonus","東大和市 妊婦のための支援給付","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","DESCRIPTION_MISSING","higashiyamato-energy-support","東京都 東京ゼロエミポイント（東大和市内登録店も対象）","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","MISSING_OFFICIAL_URL","higashiyamato-telework-bonus","東大和市 テレワーク推進補助金（公式確認不可）","有効な公式URLがありません。"
"warning","DESCRIPTION_MISSING","hino-startup-support","日野市 中小企業事業資金融資あっせん制度（創業資金）","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","DESCRIPTION_MISSING","hachioji-elderly-taxi","八王子市 心身障害者タクシー・自動車ガソリン費助成事業","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","MISSING_ELIGIBILITY","itabashi-women-startup","板橋区 女性起業支援助成金（公式助成金確認不可）","主な対象者がありません。"
"warning","MISSING_OFFICIAL_URL","itabashi-women-startup","板橋区 女性起業支援助成金（公式助成金確認不可）","有効な公式URLがありません。"
"warning","MISSING_OFFICIAL_URL","musashino-youth-employment","武蔵野市 若者キャリアアップ支援金（公式確認不可）","有効な公式URLがありません。"
"warning","DESCRIPTION_MISSING","meguro-newlywed-rent","目黒区 ファミリー世帯家賃助成","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","MISSING_OFFICIAL_URL","tachikawa-youth-employment","立川市 若者就労定着支援金（公式給付確認不可）","有効な公式URLがありません。"
"warning","DESCRIPTION_MISSING","nerima-education-scholarship","練馬区 受験生チャレンジ支援貸付事業","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","MISSING_OFFICIAL_URL","omuta-child-medical","大牟田市 子ども医療費支給制度","有効な公式URLがありません。"
"warning","MISSING_OFFICIAL_URL","omuta-migration-support","大牟田市 移住支援金","有効な公式URLがありません。"
"warning","MISSING_ELIGIBILITY","nagano-city-nursing-equipment","長野市 在宅介護用品支給事業（公式確認不可）","主な対象者がありません。"
"warning","MISSING_OFFICIAL_URL","nagano-city-nursing-equipment","長野市 在宅介護用品支給事業（公式確認不可）","有効な公式URLがありません。"
"warning","MISSING_ELIGIBILITY","iida-snow-removal-aid","飯田市 要援護世帯除雪費助成（公式確認不可）","主な対象者がありません。"
"warning","MISSING_OFFICIAL_URL","iida-snow-removal-aid","飯田市 要援護世帯除雪費助成（公式確認不可）","有効な公式URLがありません。"
"warning","MISSING_ELIGIBILITY","iida-study-abroad-support","飯田市 高校生海外留学支援金（公式確認不可）","主な対象者がありません。"
"warning","MISSING_OFFICIAL_URL","iida-study-abroad-support","飯田市 高校生海外留学支援金（公式確認不可）","有効な公式URLがありません。"
"warning","MISSING_ELIGIBILITY","sakaiminato-water-saving","境港市 雨水タンク設置補助金（公式確認不可）","主な対象者がありません。"
"warning","MISSING_OFFICIAL_URL","sakaiminato-water-saving","境港市 雨水タンク設置補助金（公式確認不可）","有効な公式URLがありません。"
"warning","MISSING_ELIGIBILITY","kotoura-water-saving","琴浦町 雨水タンク設置補助金（公式確認不可）","主な対象者がありません。"
"warning","MISSING_OFFICIAL_URL","kotoura-water-saving","琴浦町 雨水タンク設置補助金（公式確認不可）","有効な公式URLがありません。"
"warning","MISSING_ELIGIBILITY","kotoura-school-lunch-subsidy","琴浦町 学校給食費補助制度（公式確認不可）","主な対象者がありません。"
"warning","MISSING_OFFICIAL_URL","kotoura-school-lunch-subsidy","琴浦町 学校給食費補助制度（公式確認不可）","有効な公式URLがありません。"
"warning","MISSING_ELIGIBILITY","yonago-water-saving","米子市 雨水タンク設置補助金（公式確認不可）","主な対象者がありません。"
"warning","MISSING_OFFICIAL_URL","yonago-water-saving","米子市 雨水タンク設置補助金（公式確認不可）","有効な公式URLがありません。"
"warning","MISSING_OFFICIAL_URL","omuta-housing-reform","大牟田市 空き家活用リフォーム等支援事業","有効な公式URLがありません。"
"warning","MISSING_OFFICIAL_URL","urayasu-afterschool-care","浦安市 児童育成クラブ保護者負担金減免制度（公式確認不可）","有効な公式URLがありません。"
"warning","DESCRIPTION_MISSING","urayasu-afterschool-care","浦安市 児童育成クラブ保護者負担金減免制度（公式確認不可）","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","MISSING_ELIGIBILITY","urayasu-eco-reform","浦安市 省エネ住宅改修助成金（重複掲載抑止）","主な対象者がありません。"
"warning","MISSING_OFFICIAL_URL","urayasu-eco-reform","浦安市 省エネ住宅改修助成金（重複掲載抑止）","有効な公式URLがありません。"
"warning","DESCRIPTION_MISSING","urayasu-eco-reform","浦安市 省エネ住宅改修助成金（重複掲載抑止）","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","MISSING_OFFICIAL_URL","urayasu-led-subsidy","浦安市 LED照明導入補助金（公式確認不可）","有効な公式URLがありません。"
"warning","DESCRIPTION_MISSING","urayasu-led-subsidy","浦安市 LED照明導入補助金（公式確認不可）","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","MISSING_OFFICIAL_URL","urayasu-newlywed-rent","浦安市 新婚世帯家賃補助制度（公式確認不可）","有効な公式URLがありません。"
"warning","DESCRIPTION_MISSING","urayasu-newlywed-rent","浦安市 新婚世帯家賃補助制度（公式確認不可）","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","MISSING_OFFICIAL_URL","matsudo-flood-prevention","松戸市 浸水対策設備設置補助金（公式確認不可）","有効な公式URLがありません。"
"warning","DESCRIPTION_MISSING","matsudo-flood-prevention","松戸市 浸水対策設備設置補助金（公式確認不可）","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","MISSING_ELIGIBILITY","koshigaya-bousai-equipment","越谷市 家庭用防災設備購入助成制度（公式助成確認不可）","主な対象者がありません。"
"warning","MISSING_OFFICIAL_URL","koshigaya-bousai-equipment","越谷市 家庭用防災設備購入助成制度（公式助成確認不可）","有効な公式URLがありません。"
"warning","DESCRIPTION_MISSING","koshigaya-bousai-equipment","越谷市 家庭用防災設備購入助成制度（公式助成確認不可）","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","MISSING_ELIGIBILITY","saitama-vacant-house","さいたま市 空き家活用リフォーム補助金（公式補助確認不可）","主な対象者がありません。"
"warning","MISSING_OFFICIAL_URL","saitama-vacant-house","さいたま市 空き家活用リフォーム補助金（公式補助確認不可）","有効な公式URLがありません。"
"warning","MISSING_ELIGIBILITY","asaka-childcare-subsidy","朝霞市 子育て支援助成金（公式助成確認不可）","主な対象者がありません。"
"warning","MISSING_OFFICIAL_URL","asaka-childcare-subsidy","朝霞市 子育て支援助成金（公式助成確認不可）","有効な公式URLがありません。"
"warning","MISSING_ELIGIBILITY","noda-housing-purchase","野田市 住宅取得補助金（公式確認不可）","主な対象者がありません。"
"warning","MISSING_OFFICIAL_URL","noda-housing-purchase","野田市 住宅取得補助金（公式確認不可）","有効な公式URLがありません。"
"warning","DESCRIPTION_MISSING","yotsukaido-newlywed-rent","四街道市 結婚新生活支援補助金（重複掲載抑止）","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","DESCRIPTION_MISSING","honjo-migration-bonus","本庄市移住就業等支援金（重複掲載抑止）","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","MISSING_OFFICIAL_URL","saitama-women-startup","さいたま市 女性起業支援補助金（公式確認不可）","有効な公式URLがありません。"
"warning","DESCRIPTION_MISSING","saitama-women-startup","さいたま市 女性起業支援補助金（公式確認不可）","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","MISSING_ELIGIBILITY","saitama-nursing-home-reform","さいたま市 介護施設等整備補助金（公式確認不可）","主な対象者がありません。"
"warning","MISSING_OFFICIAL_URL","saitama-nursing-home-reform","さいたま市 介護施設等整備補助金（公式確認不可）","有効な公式URLがありません。"
"warning","DESCRIPTION_MISSING","saitama-nursing-home-reform","さいたま市 介護施設等整備補助金（公式確認不可）","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","MISSING_OFFICIAL_URL","saitama-migration-bonus","さいたま市 移住・定住促進支援金（公式確認不可）","有効な公式URLがありません。"
"warning","DESCRIPTION_MISSING","saitama-migration-bonus","さいたま市 移住・定住促進支援金（公式確認不可）","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","MISSING_ELIGIBILITY","saitama-child-support","埼玉県多子世帯応援クーポン事業（公式確認不可）","主な対象者がありません。"
"warning","MISSING_OFFICIAL_URL","saitama-child-support","埼玉県多子世帯応援クーポン事業（公式確認不可）","有効な公式URLがありません。"
"warning","DESCRIPTION_MISSING","saitama-child-support","埼玉県多子世帯応援クーポン事業（公式確認不可）","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","MISSING_ELIGIBILITY","saitama-housing-eco","埼玉県住宅用省エネ設備導入補助金（公式確認不可）","主な対象者がありません。"
"warning","MISSING_OFFICIAL_URL","saitama-housing-eco","埼玉県住宅用省エネ設備導入補助金（公式確認不可）","有効な公式URLがありません。"
"warning","DESCRIPTION_MISSING","saitama-housing-eco","埼玉県住宅用省エネ設備導入補助金（公式確認不可）","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","MISSING_ELIGIBILITY","saitama-senior-welfare","埼玉県高齢者在宅生活支援事業（公式確認不可）","主な対象者がありません。"
"warning","MISSING_OFFICIAL_URL","saitama-senior-welfare","埼玉県高齢者在宅生活支援事業（公式確認不可）","有効な公式URLがありません。"
"warning","DESCRIPTION_MISSING","saitama-senior-welfare","埼玉県高齢者在宅生活支援事業（公式確認不可）","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","MISSING_ELIGIBILITY","koshigaya-newlywed-rent","越谷市 結婚新生活支援事業補助金（公式確認不可）","主な対象者がありません。"
"warning","MISSING_OFFICIAL_URL","koshigaya-newlywed-rent","越谷市 結婚新生活支援事業補助金（公式確認不可）","有効な公式URLがありません。"
"warning","DESCRIPTION_MISSING","koshigaya-newlywed-rent","越谷市 結婚新生活支援事業補助金（公式確認不可）","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","MISSING_ELIGIBILITY","koshigaya-telework-bonus","越谷市 テレワーク環境整備補助金（公式確認不可）","主な対象者がありません。"
"warning","MISSING_OFFICIAL_URL","koshigaya-telework-bonus","越谷市 テレワーク環境整備補助金（公式確認不可）","有効な公式URLがありません。"
"warning","DESCRIPTION_MISSING","koshigaya-telework-bonus","越谷市 テレワーク環境整備補助金（公式確認不可）","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","MISSING_ELIGIBILITY","kawaguchi-sme-support-v2","川口市 中小企業経営革新補助金（公式確認不可）","主な対象者がありません。"
"warning","MISSING_OFFICIAL_URL","kawaguchi-sme-support-v2","川口市 中小企業経営革新補助金（公式確認不可）","有効な公式URLがありません。"
"warning","DESCRIPTION_MISSING","kawaguchi-sme-support-v2","川口市 中小企業経営革新補助金（公式確認不可）","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","MISSING_OFFICIAL_URL","chigasaki-migration-support","茅ヶ崎市 移住定住促進助成金（公式確認不可）","有効な公式URLがありません。"
"warning","MISSING_OFFICIAL_URL","yokohama-telework-bonus","横浜市 テレワーク推進助成金（現行市補助として公式確認不可）","有効な公式URLがありません。"
"warning","MISSING_ELIGIBILITY","kawasaki-newlywed-rent","川崎市 結婚新生活支援事業補助金（実施なし）","主な対象者がありません。"
"warning","MISSING_OFFICIAL_URL","kawasaki-newlywed-rent","川崎市 結婚新生活支援事業補助金（実施なし）","有効な公式URLがありません。"
"warning","DESCRIPTION_MISSING","kawasaki-newlywed-rent","川崎市 結婚新生活支援事業補助金（実施なし）","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","MISSING_OFFICIAL_URL","sagamihara-migration-support","相模原市 移住・定住促進補助金","有効な公式URLがありません。"
"warning","MISSING_OFFICIAL_URL","kawasaki-migration-bonus","川崎市 移住支援金（公式確認不可）","有効な公式URLがありません。"
"warning","MISSING_OFFICIAL_URL","kawasaki-uij-turn","川崎市 UIJターン就職支援補助金（公式確認不可）","有効な公式URLがありません。"
"warning","MISSING_OFFICIAL_URL","kanagawa-startup-women","神奈川県女性起業家支援助成金（公式確認不可）","有効な公式URLがありません。"
"warning","MISSING_OFFICIAL_URL","kanagawa-barrier-free","神奈川県バリアフリー住宅改修助成（公式確認不可）","有効な公式URLがありません。"
"warning","MISSING_OFFICIAL_URL","kanagawa-disaster-block-wall","神奈川県ブロック塀等撤去・改善補助金（公式確認不可）","有効な公式URLがありません。"
"warning","MISSING_OFFICIAL_URL","ebina-migration-bonus","海老名市 移住支援金（公式確認不可）","有効な公式URLがありません。"
"warning","MISSING_OFFICIAL_URL","zama-infertility","座間市 不妊治療費助成（公式確認不可）","有効な公式URLがありません。"
"warning","MISSING_OFFICIAL_URL","zama-migration-bonus","座間市 移住支援金（公式確認不可）","有効な公式URLがありません。"
"warning","MISSING_ELIGIBILITY","miura-migration-bonus","三浦市 移住支援金（公式確認不可）","主な対象者がありません。"
"warning","MISSING_OFFICIAL_URL","miura-migration-bonus","三浦市 移住支援金（公式確認不可）","有効な公式URLがありません。"
"warning","MISSING_OFFICIAL_URL","zushi-migration-bonus","逗子市 移住支援金（公式確認不可）","有効な公式URLがありません。"
"warning","MISSING_OFFICIAL_URL","asahikawa-block-wall-removal","旭川市 ブロック塀等撤去補助金（公式確認不可）","有効な公式URLがありません。"
"warning","MISSING_OFFICIAL_URL","asahikawa-bousai-equipment","旭川市 防災設備設置補助金（公式確認不可）","有効な公式URLがありません。"
"warning","DESCRIPTION_MISSING","asahikawa-elderly-taxi","旭川市 高齢者バス料金助成事業（寿バスカード）","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","DESCRIPTION_MISSING","asahikawa-health-checkup-subsidy","旭川市 国民健康保険の特定健診・がん検診自己負担無料","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","MISSING_OFFICIAL_URL","asahikawa-newlywed-rent","旭川市 結婚新生活支援事業（公式確認不可）","有効な公式URLがありません。"
"warning","DESCRIPTION_MISSING","asahikawa-school-lunch-subsidy","旭川市 学校給食費補助制度（就学援助へ統合）","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","META_TITLE_LONG","asahikawa-senior-medical","旭川市 重度心身障害者医療費助成（asahikawa-disability-medicalへ統合）","推定タイトルが長すぎます（66文字）。"
"warning","MISSING_OFFICIAL_URL","asahikawa-telework-bonus","旭川市 テレワーク導入支援補助金（現行市補助は公式確認不可）","有効な公式URLがありません。"
"warning","DESCRIPTION_MISSING","kushiro-child-medical-aid","釧路市 こども医療費助成（重複掲載抑止）","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","DESCRIPTION_MISSING","kushiro-senior-medical","釧路市 重度心身障がい者医療費助成（重複掲載抑止）","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","MISSING_OFFICIAL_URL","kushiro-energy-support","釧路市ecoライフ促進支援補助金制度（令和7年度終了）","有効な公式URLがありません。"
"warning","MISSING_OFFICIAL_URL","kushiro-newlywed-rent","釧路市 結婚新生活支援補助金（現行公式確認不可）","有効な公式URLがありません。"
"warning","MISSING_OFFICIAL_URL","kushiro-water-saving","釧路市 雨水タンク設置補助金（現行公式確認不可）","有効な公式URLがありません。"
"warning","MISSING_OFFICIAL_URL","kushiro-block-wall-removal","釧路市 ブロック塀等撤去補助金（現行公式確認不可）","有効な公式URLがありません。"
"warning","MISSING_OFFICIAL_URL","kushiro-bousai-equipment","釧路市 住宅用防災設備設置補助金（現行公式確認不可）","有効な公式URLがありません。"
"warning","DESCRIPTION_MISSING","ebetsu-birth-bonus","江別市 えべつ☆うえるかむ赤ちゃん事業（妊婦のための支援給付）","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","MISSING_OFFICIAL_URL","ebetsu-housing-purchase","江別市 住宅取得支援補助金（現行公式確認不可）","有効な公式URLがありません。"
"warning","DESCRIPTION_MISSING","ebetsu-nursing-equipment","江別市 介護保険特定福祉用具購入費支給","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","DESCRIPTION_MISSING","sapporo-elderly-support","札幌市 福祉除雪事業","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","DESCRIPTION_MISSING","sapporo-newlywed-rent","札幌市セーフティネット住宅入居支援事業補助制度","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","DESCRIPTION_MISSING","otaru-newlywed-rent","小樽市 住居確保給付金（家賃補助）","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","DESCRIPTION_MISSING","otaru-school-lunch","小樽市 就学援助制度","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","DESCRIPTION_MISSING","otaru-energy-support","小樽市 令和8年度 高圧電気料金高騰対策支援金","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","MISSING_ELIGIBILITY","otaru-bousai-equipment","小樽市 防災備蓄啓発（補助制度確認不可）","主な対象者がありません。"
"warning","DESCRIPTION_MISSING","otaru-health-checkup-subsidy","小樽市 たるトク健診・後期高齢者医療健康診査","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","DESCRIPTION_MISSING","otaru-elderly-taxi","小樽市 ふれあいパス（高齢者バス利用助成）","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","MISSING_ELIGIBILITY","otaru-block-wall-removal","小樽市 既設ブロック塀等の安全点検（補助制度確認不可）","主な対象者がありません。"
"warning","DESCRIPTION_MISSING","chitose-childcare-subsidy","千歳市 保育料第2子無償化・幼児教育保育無償化","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","DESCRIPTION_MISSING","chitose-housing-purchase","千歳市 若年夫婦・子育て世帯住宅取得支援制度","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","DESCRIPTION_MISSING","chitose-housing-reform","千歳市 令和8年度ちとせ住まいのゼロカーボン化推進事業","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","DESCRIPTION_MISSING","chitose-seismic-diagnosis","千歳市 木造住宅耐震診断・耐震改修補助制度","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","DESCRIPTION_MISSING","obihiro-child-medical","帯広市 子ども医療費助成制度","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","DESCRIPTION_MISSING","obihiro-childcare-subsidy","帯広市 幼児教育・保育の無償化","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","MISSING_ELIGIBILITY","obihiro-elderly-taxi","帯広市 高齢者おでかけサポートバス事業（タクシー助成候補補正）","主な対象者がありません。"
"warning","DESCRIPTION_MISSING","obihiro-health-checkup-subsidy","帯広市 国保特定健診・人間ドック受診情報","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","MISSING_OFFICIAL_URL","obihiro-housing-purchase","帯広市 住まいの総合支援事業（住宅取得補助候補補正）","有効な公式URLがありません。"
"warning","DESCRIPTION_MISSING","obihiro-sme-support","帯広市 中小企業向け補助金・助成制度案内","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","MISSING_OFFICIAL_URL","obihiro-block-wall-removal","帯広市 建築物及びブロック塀の注意喚起（撤去補助確認不可）","有効な公式URLがありません。"
"warning","MISSING_OFFICIAL_URL","obihiro-water-saving","帯広市 雨水タンク設置補助金（現行公式確認不可）","有効な公式URLがありません。"
"warning","MISSING_OFFICIAL_URL","tomakomai-block-wall-removal","苫小牧市 ブロック塀等の安全点検（撤去補助確認不可）","有効な公式URLがありません。"
"warning","DESCRIPTION_MISSING","tomakomai-bousai-equipment","苫小牧市 初期消火で使用した消火器の補助","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","DESCRIPTION_MISSING","tomakomai-elderly-taxi","苫小牧市 高齢者優待乗車証・高齢者フリーパス（タクシー助成は確認不可）","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","DESCRIPTION_MISSING","tomakomai-energy-support","苫小牧市 ゼロカーボンハウス促進補助金","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","MISSING_OFFICIAL_URL","tomakomai-newlywed-rent","苫小牧市 結婚新生活支援補助金（現行公式確認不可）","有効な公式URLがありません。"
"warning","DESCRIPTION_MISSING","tomakomai-telework-bonus","苫小牧市 移住支援金（テレワーク要件を含む）","概要がなく、メタ説明と本文の整合を確認できません。"
"warning","MISSING_OFFICIAL_URL","tomakomai-water-saving","苫小牧市 雨水タンク設置補助金（現行公式確認不可）","有効な公式URLがありません。"
"warning","MISSING_OFFICIAL_URL","hakodate-block-wall-removal","函館市 ブロック塀等の安全点検（撤去補助確認不可）","有効な公式URLがありません。"
